star_id,time,flux,flux_err,label,teff,radius,mass,logg,feh,depth,duration,ingress,egress,symmetry
9157030,131.512159324222,7572.6875,4.16316,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.53259382876422,7578.185,4.1678457,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.55302823319653,7573.911,4.1635213,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.5734625376208,7563.3433,4.1621447,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.5938969420531,7567.3364,4.16233,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.61433144636976,7574.5713,4.1636267,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.63476575056848,7572.35,4.166554,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.6552001548771,7577.474,4.1667438,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.67563465896092,7572.402,4.1668744,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.69606906315312,7574.629,4.168804,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.71650336723542,7576.053,4.167771,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.73693777131848,7574.4365,4.1648684,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.7573722752786,7578.4604,4.163877,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.7778065792445,7576.2876,4.165361,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.79824098309473,7574.742,4.1627774,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.81867548693845,7572.266,4.1632385,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.83910979078792,7571.495,4.1655135,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.85954419452173,7574.526,4.1618886,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.87997859824827,7566.68,4.158248,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.90041300186567,7573.318,4.1648316,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.92084740548307,7577.8174,4.163942,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.94128180897678,7575.8496,4.16749,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.96171621247777,7572.258,4.1644454,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,131.98215061597875,7578.3613,4.1635404,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.00258501935605,7574.4297,4.1639943,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.02301932273986,7572.639,4.1666317,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.0434538261252,7583.6646,4.16391,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.06388822938607,7581.13,4.168092,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.08432253253704,7578.268,4.1660748,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.10475693568878,7575.99,4.166223,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.125191438834,7573.3853,4.166433,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.14562574186857,7579.458,4.1693597,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.1660601449039,7582.02,4.1659174,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.1864946479327,7583.226,4.1669364,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.2069290508516,7575.896,4.166429,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.22736335365337,7572.1387,4.167283,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.24779775645584,7577.481,4.1640067,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.26823225925182,7580.026,4.1678047,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.2886665619371,7576.1255,4.163589,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.30910096461594,7580.2827,4.1668615,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.32953546730278,7573.68,4.16825,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.34996976987168,7567.89,4.168302,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.37040417232492,7575.246,4.1666813,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.3908385748873,7583.572,4.168032,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.41127297722414,7575.798,4.1663046,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.43170737967012,7576.4272,4.162088,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.45214178189053,7574.9883,4.1692553,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.47257628422813,7576.532,4.164006,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.49301058644778,7598.547,4.175272,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.5134449885445,7576.0674,4.1658826,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.53387929064775,7584.514,4.1641827,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.55431379274523,7585.571,4.1696625,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.57474819473282,7570.7026,4.1641455,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.59518249671964,7589.493,4.1658783,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.61561699859158,7588.12,4.1690354,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.63605140045547,7575.28,4.164897,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.65648580232664,7586.867,4.1708655,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.67692010408064,7583.3633,4.164,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.69735460571246,7577.8394,4.1641283,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.71778900746722,7578.8877,4.1649623,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.73822330898838,7574.9663,4.1646833,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.7586578105038,7577.0957,4.164412,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.77909221202572,7579.632,4.1670375,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.79952651354688,7576.2,4.165697,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.8199609148287,7578.894,4.16609,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.84039541623497,7573.1846,4.1640663,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.8608297175233,7581.8066,4.1671953,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.8812641186887,7581.705,4.160855,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.90169861986217,7580.1963,4.1661997,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
9157030,132.92213292103406,7578.301,4.166177,1,4810.0,0.685,0.751,4.633,-0.14,0.0022141910904488987,1.001285657112021,,1.001285657112021,
